[2017-04-05T23:37:19+01:00] DEBUG: Current chef_repo_path is /root
        "version": "0.70",
        "release": "6.el6",
        "installdate": "1485473199",
        "arch": "x86_64"
      },
      "grubby": {
        "epoch": "0",
        "version": "7.0.15",
        "release": "7.el6",
        "installdate": "1485473200",
        "arch": "x86_64"
      },
      "yum-plugin-fastestmirror": {
        "epoch": "0",
        "version": "1.1.30",
        "release": "37.el6",
        "installdate": "1485473200",
        "arch": "noarch"
      },
      "dbus-glib": {
        "epoch": "0",
        "version": "0.86",
        "release": "6.el6",
        "installdate": "1485473200",
        "arch": "x86_64"
      },
      "centos-release": {
        "epoch": "0",
        "version": "6",
        "release": "8.el6.centos.12.3",
        "installdate": "1485473200",
        "arch": "x86_64"
      },
      "iptables": {
        "epoch": "0",
        "version": "1.4.7",
        "release": "16.el6",
        "installdate": "1485473201",
        "arch": "x86_64"
      },
      "libdrm": {
        "epoch": "0",
        "version": "2.4.65",
        "release": "2.el6",
        "installdate": "1485473201",
        "arch": "x86_64"
      },
      "plymouth": {
        "epoch": "0",
        "version": "0.8.3",
        "release": "27.el6.centos.1",
        "installdate": "1485473201",
        "arch": "x86_64"
      },
      "cryptsetup-luks-libs": {
        "epoch": "0",
        "version": "1.2.0",
        "release": "11.el6",
        "installdate": "1485473203",
        "arch": "x86_64"
      },
      "kpartx": {
        "epoch": "0",
        "version": "0.4.9",
        "release": "93.el6",
        "installdate": "1485473203",
        "arch": "x86_64"
      },
      "cyrus-sasl": {
        "epoch": "0",
        "version": "2.1.23",
        "release": "15.el6_6.2",
        "installdate": "1485473203",
        "arch": "x86_64"
      },
      "crontabs": {
        "epoch": "0",
        "version": "1.10",
        "release": "33.el6",
        "installdate": "1485473205",
        "arch": "noarch"
      },
      "kbd": {
        "epoch": "0",
        "version": "1.15",
        "release": "11.el6",
        "installdate": "1485473207",
        "arch": "x86_64"
      },
      "fuse": {
        "epoch": "0",
        "version": "2.8.3",
        "release": "5.el6",
        "installdate": "1485473213",
        "arch": "x86_64"
      },
      "system-config-firewall-base": {
        "epoch": "0",
        "version": "1.2.27",
        "release": "7.2.el6_6",
        "installdate": "1485473243",
        "arch": "noarch"
      },
      "cryptsetup-luks": {
        "epoch": "0",
        "version": "1.2.0",
        "release": "11.el6",
        "installdate": "1485473244",
        "arch": "x86_64"
      },
      "dhclient": {
        "epoch": "12",
        "version": "4.1.1",
        "release": "51.P1.el6.centos",
        "installdate": "1485473245",
        "arch": "x86_64"
      },
      "passwd": {
        "epoch": "0",
        "version": "0.77",
        "release": "7.el6",
        "installdate": "1485473246",
        "arch": "x86_64"
      },
      "grub": {
        "epoch": "1",
        "version": "0.97",
        "release": "94.el6_7.1",
        "installdate": "1485473246",
        "arch": "x86_64"
      },
      "acl": {
        "epoch": "0",
        "version": "2.2.49",
        "release": "6.el6",
        "installdate": "1485473247",
        "arch": "x86_64"
      },
      "bridge-utils": {
        "epoch": "0",
        "version": "1.2",
        "release": "10.el6",
        "installdate": "1485473247",
        "arch": "x86_64"
      },
      "epel-release": {
        "epoch": "0",
        "version": "6",
        "release": "8",
        "installdate": "1485473332",
        "arch": "noarch"
      },
      "mpfr": {
        "epoch": "0",
        "version": "2.4.1",
        "release": "6.el6",
        "installdate": "1485473356",
        "arch": "x86_64"
      },
      "perl-Pod-Escapes": {
        "epoch": "1",
        "version": "1.04",
        "release": "141.el6_7.1",
        "installdate": "1485473357",
        "arch": "x86_64"
      },
      "perl-Module-Pluggable": {
        "epoch": "1",
        "version": "3.90",
        "release": "141.el6_7.1",
        "installdate": "1485473357",
        "arch": "x86_64"
      },
      "perl-Pod-Simple": {
        "epoch": "1",
        "version": "3.13",
        "release": "141.el6_7.1",
        "installdate": "1485473357",
        "arch": "x86_64"
      },
      "ppl": {
        "epoch": "0",
        "version": "0.10.2",
        "release": "11.el6",
        "installdate": "1485473359",
        "arch": "x86_64"
      },
      "libgomp": {
        "epoch": "0",
        "version": "4.4.7",
        "release": "17.el6",
        "installdate": "1485473359",
        "arch": "x86_64"
      },
      "glibc-headers": {
        "epoch": "0",
        "version": "2.12",
        "release": "1.192.el6",
        "installdate": "1485473360",
        "arch": "x86_64"
      },
      "gcc": {
        "epoch": "0",
        "version": "4.4.7",
        "release": "17.el6",
        "installdate": "1485473361",
        "arch": "x86_64"
      },
      "gcc-c++": {
        "epoch": "0",
        "version": "4.4.7",
        "release": "17.el6",
        "installdate": "1485473362",
        "arch": "x86_64"
      },
      "nss-util": {
        "epoch": "0",
        "version": "3.21.3",
        "release": "1.el6_8",
        "installdate": "1485473401",
        "arch": "x86_64"
      },
      "nss-softokn-freebl": {
        "epoch": "0",
        "version": "3.14.3",
        "release": "23.3.el6_8",
        "installdate": "1485473401",
        "arch": "x86_64"
      },
      "nss-sysinit": {
        "epoch": "0",
        "version": "3.21.3",
        "release": "2.el6_8",
        "installdate": "1485473401",
        "arch": "x86_64"
      },
      "db4": {
        "epoch": "0",
        "version": "4.7.25",
        "release": "20.el6_8.1",
        "installdate": "1485473402",
        "arch": "x86_64"
      },
      "libblkid": {
        "epoch": "0",
        "version": "2.17.2",
        "release": "12.24.el6_8.1",
        "installdate": "1485473402",
        "arch": "x86_64"
      },
      "kernel-firmware": {
        "epoch": "0",
        "version": "2.6.32",
        "release": "642.13.1.el6",
        "installdate": "1485473405",
        "arch": "noarch"
      },
      "dracut-kernel": {
        "epoch": "0",
        "version": "004",
        "release": "409.el6_8.2",
        "installdate": "1485473405",
        "arch": "noarch"
      },
      "kernel": {
        "epoch": "0",
        "version": "2.6.32",
        "release": "642.el6",
        "installdate": "1485473212",
        "arch": "x86_64"
      },
      "udev": {
        "epoch": "0",
        "version": "147",
        "release": "2.73.el6_8.2",
        "installdate": "1485473411",
        "arch": "x86_64"
      },
      "device-mapper": {
        "epoch": "0",
        "version": "1.02.117",
        "release": "7.el6_8.1",
        "installdate": "1485473412",
        "arch": "x86_64"
      },
      "openssh": {
        "epoch": "0",
        "version": "5.3p1",
        "release": "118.1.el6_8",
        "installdate": "1485473412",
        "arch": "x86_64"
      },
      "selinux-policy": {
        "epoch": "0",
        "version": "3.7.19",
        "release": "292.el6_8.2",
        "installdate": "1485473413",
        "arch": "noarch"
      },
      "lvm2-libs": {
        "epoch": "0",
        "version": "2.02.143",
        "release": "7.el6_8.1",
        "installdate": "1485473413",
        "arch": "x86_64"
      },
      "cronie": {
        "epoch": "0",
        "version": "1.4.4",
        "release": "16.el6_8.2",
        "installdate": "1485473413",
        "arch": "x86_64"
      },
      "libgcc": {
        "epoch": "0",
        "version": "4.4.7",
        "release": "17.el6",
        "installdate": "1485473162",
        "arch": "x86_64"
      },
      "expat": {
        "epoch": "0",
        "version": "2.0.1",
        "release": "13.el6_8",
        "installdate": "1485473414",
        "arch": "x86_64"
      },
      "filesystem": {
        "epoch": "0",
        "version": "2.4.30",
        "release": "3.el6",
        "installdate": "1485473163",
        "arch": "x86_64"
      },
      "python-libs": {
        "epoch": "0",
        "version": "2.6.6",
        "release": "66.el6_8",
        "installdate": "1485473415",
        "arch": "x86_64"
      },
      "ncurses-base": {
        "epoch": "0",
        "version": "5.7",
        "release": "4.20090207.el6",
        "installdate": "1485473163",
        "arch": "x86_64"
      },
      "yum": {
        "epoch": "0",
        "version": "3.2.29",
        "release": "75.el6.centos",
        "installdate": "1485473416",
        "arch": "noarch"
      },
      "lvm2": {
        "epoch": "0",
        "version": "2.02.143",
        "release": "7.el6_8.1",
        "installdate": "1485473416",
        "arch": "x86_64"
      },
      "openssh-clients": {
        "epoch": "0",
        "version": "5.3p1",
        "release": "118.1.el6_8",
        "installdate": "1485473440",
        "arch": "x86_64"
      },
      "ncurses-libs": {
        "epoch": "0",
        "version": "5.7",
        "release": "4.20090207.el6",
        "installdate": "1485473177",
        "arch": "x86_64"
      },
      "mdadm": {
        "epoch": "0",
        "version": "3.3.4",
        "release": "1.el6_8.5",
        "installdate": "1485473441",
        "arch": "x86_64"
      },
      "libattr": {
        "epoch": "0",
        "version": "2.4.44",
        "release": "7.el6",
        "installdate": "1485473177",
        "arch": "x86_64"
      },
      "nss-tools": {
        "epoch": "0",
        "version": "3.21.3",
        "release": "2.el6_8",
        "installdate": "1485473441",
        "arch": "x86_64"
      },
      "zlib": {
        "epoch": "0",
        "version": "1.2.3",
        "release": "29.el6",
        "installdate": "1485473177",
        "arch": "x86_64"
      },
      "libxml2": {
        "epoch": "0",
        "version": "2.7.6",
        "release": "21.el6_8.1",
        "installdate": "1485473445",
        "arch": "x86_64"
      },
      "popt": {
        "epoch": "0",
        "version": "1.13",
        "release": "7.el6",
        "installdate": "1485473178",
        "arch": "x86_64"
      },
      "libgcrypt": {
        "epoch": "0",
        "version": "1.4.5",
        "release": "12.el6_8",
        "installdate": "1485473447",
        "arch": "x86_64"
      },
      "compat-readline5": {
        "epoch": "0",
        "version": "5.2",
        "release": "17.1.el6",
        "installdate": "1491406927",
        "arch": "x86_64"
      },
      "ruby": {
        "epoch": "0",
        "version": "1.8.7.374",
        "release": "5.el6",
        "installdate": "1491406928",
        "arch": "x86_64"
      },
      "libsepol": {
        "epoch": "0",
        "version": "2.0.41",
        "release": "4.el6",
        "installdate": "1485473178",
        "arch": "x86_64"
      },
      "ruby-rdoc": {
        "epoch": "0",
        "version": "1.8.7.374",
        "release": "5.el6",
        "installdate": "1491406966",
        "arch": "x86_64"
      },
      "chkconfig": {
        "epoch": "0",
        "version": "1.3.49.5",
        "release": "1.el6",
        "installdate": "1485473178",
        "arch": "x86_64"
      },
      "libcom_err": {
        "epoch": "0",
        "version": "1.41.12",
        "release": "23.el6",
        "installdate": "1491421600",
        "arch": "x86_64"
      },
      "autoconf": {
        "epoch": "0",
        "version": "2.63",
        "release": "5.1.el6",
        "installdate": "1491421600",
        "arch": "noarch"
      },
      "bzip2-libs": {
        "epoch": "0",
        "version": "1.0.5",
        "release": "7.el6_0",
        "installdate": "1485473179",
        "arch": "x86_64"
      },
      "openssl": {
        "epoch": "0",
        "version": "1.0.1e",
        "release": "57.el6",
        "installdate": "1491421601",
        "arch": "x86_64"
      },
      "e2fsprogs-libs": {
        "epoch": "0",
        "version": "1.41.12",
        "release": "23.el6",
        "installdate": "1491421602",
        "arch": "x86_64"
      },
      "file-libs": {
        "epoch": "0",
        "version": "5.04",
        "release": "30.el6",
        "installdate": "1485473179",
        "arch": "x86_64"
      },
      "libcom_err-devel": {
        "epoch": "0",
        "version": "1.41.12",
        "release": "23.el6",
        "installdate": "1491421602",
        "arch": "x86_64"
      },
      "dbus-libs": {
        "epoch": "1",
        "version": "1.2.24",
        "release": "8.el6_6",
        "installdate": "1485473179",
        "arch": "x86_64"
      },
      "libselinux-devel": {
        "epoch": "0",
        "version": "2.0.94",
        "release": "7.el6",
        "installdate": "1491421602",
        "arch": "x86_64"
      },
      "krb5-devel": {
        "epoch": "0",
        "version": "1.10.3",
        "release": "65.el6",
        "installdate": "1491421603",
        "arch": "x86_64"
      },
      "zlib-devel": {
        "epoch": "0",
        "version": "1.2.3",
        "release": "29.el6",
        "installdate": "1491421604",
        "arch": "x86_64"
      },
      "sqlite": {
        "epoch": "0",
        "version": "3.6.20",
        "release": "1.el6_7.2",
        "installdate": "1485473179",
        "arch": "x86_64"
      },
      "libyaml-devel": {
        "epoch": "0",
        "version": "0.1.3",
        "release": "4.el6_6",
        "installdate": "1491421604",
        "arch": "x86_64"
      },
      "libidn": {
        "epoch": "0",
        "version": "1.18",
        "release": "2.el6",
        "installdate": "1485473180",
        "arch": "x86_64"
      },
      "readline-devel": {
        "epoch": "0",
        "version": "6.0",
        "release": "4.el6",
        "installdate": "1491421604",
        "arch": "x86_64"
      },
      "xz-libs": {
        "epoch": "0",
        "version": "4.999.9",
        "release": "0.5.beta.20091007git.el6",
        "installdate": "1485473180",
        "arch": "x86_64"
      },
      "libtool": {
        "epoch": "0",
        "version": "2.2.6",
        "release": "15.5.el6",
        "installdate": "1491421605",
        "arch": "x86_64"
      },
      "libffi-devel": {
        "epoch": "0",
        "version": "3.0.5",
        "release": "3.2.el6",
        "installdate": "1491421605",
        "arch": "x86_64"
      },
      "bzip2": {
        "epoch": "0",
        "version": "1.0.5",
        "release": "7.el6_0",
        "installdate": "1485473180",
        "arch": "x86_64"
      },
      "bison": {
        "epoch": "0",
        "version": "2.4.1",
        "release": "5.el6",
        "installdate": "1491421606",
        "arch": "x86_64"
      },
      "libselinux-utils": {
        "epoch": "0",
        "version": "2.0.94",
        "release": "7.el6",
        "installdate": "1485473180",
        "arch": "x86_64"
      },
      "gpg-pubkey": {
        "epoch": "0",
        "version": "c105b9de",
        "release": "4e0fd3a3",
        "installdate": "1485473342",
        "arch": "(none)"
      },
      "cpio": {
        "epoch": "0",
        "version": "2.10",
        "release": "12.el6_5",
        "installdate": "1485473180",
        "arch": "x86_64"
      },
      "GeoIP-GeoLite-data": {
        "epoch": "0",
        "version": "2017.01",
        "release": "1.el6",
        "installdate": "1491422494",
        "arch": "noarch"
      },
      "fontconfig": {
        "epoch": "0",
        "version": "2.8.0",
        "release": "5.el6",
        "installdate": "1491422495",
        "arch": "x86_64"
      },
      "tcp_wrappers-libs": {
        "epoch": "0",
        "version": "7.6",
        "release": "58.el6",
        "installdate": "1485473180",
        "arch": "x86_64"
      },
      "libxslt": {
        "epoch": "0",
        "version": "1.1.26",
        "release": "2.el6_3.1",
        "installdate": "1491422498",
        "arch": "x86_64"
      },
      "libaio": {
        "epoch": "0",
        "version": "0.3.107",
        "release": "10.el6",
        "installdate": "1485473181",
        "arch": "x86_64"
      },
      "libxcb": {
        "epoch": "0",
        "version": "1.12",
        "release": "4.el6",
        "installdate": "1491422499",
        "arch": "x86_64"
      },
      "p11-kit": {
        "epoch": "0",
        "version": "0.18.5",
        "release": "2.el6_5.2",
        "installdate": "1485473181",
        "arch": "x86_64"
      },
      "libX11-common": {
        "epoch": "0",
        "version": "1.6.4",
        "release": "3.el6",
        "installdate": "1491422500",
        "arch": "noarch"
      },
      "device-mapper-persistent-data": {
        "epoch": "0",
        "version": "0.6.2",
        "release": "0.1.rc7.el6",
        "installdate": "1485473182",
        "arch": "x86_64"
      },
      "libXpm": {
        "epoch": "0",
        "version": "3.5.10",
        "release": "2.el6",
        "installdate": "1491422500",
        "arch": "x86_64"
      },
      "libusb": {
        "epoch": "0",
        "version": "0.1.12",
        "release": "23.el6",
        "installdate": "1485473182",
        "arch": "x86_64"
      },
      "gd": {
        "epoch": "0",
        "version": "2.0.35",
        "release": "11.el6",
        "installdate": "1491422501",
        "arch": "x86_64"
      },
      "upstart": {
        "epoch": "0",
        "version": "0.6.5",
        "release": "16.el6",
        "installdate": "1485473182",
        "arch": "x86_64"
      },
      "GeoIP": {
        "epoch": "0",
        "version": "1.6.5",
        "release": "1.el6",
        "installdate": "1491422501",
        "arch": "x86_64"
      },
      "pinentry": {
        "epoch": "0",
        "version": "0.7.6",
        "release": "8.el6",
        "installdate": "1485473182",
        "arch": "x86_64"
      },
      "nginx-mod-http-image-filter": {
        "epoch": "0",
        "version": "1.10.2",
        "release": "1.el6",
        "installdate": "1491422501",
        "arch": "x86_64"
      },
      "net-tools": {
        "epoch": "0",
        "version": "1.60",
        "release": "110.el6_2",
        "installdate": "1485473182",
        "arch": "x86_64"
      },
      "nginx-mod-http-xslt-filter": {
        "epoch": "0",
        "version": "1.10.2",
        "release": "1.el6",
        "installdate": "1491422501",
        "arch": "x86_64"
      },
      "nginx": {
        "epoch": "0",
        "version": "1.10.2",
        "release": "1.el6",
        "installdate": "1491422501",
        "arch": "x86_64"
      },
      "nginx-all-modules": {
        "epoch": "0",
        "version": "1.10.2",
        "release": "1.el6",
        "installdate": "1491422501",
        "arch": "noarch"
      },
      "mc": {
        "epoch": "1",
        "version": "4.7.0.2",
        "release": "6.el6",
        "installdate": "1491422818",
        "arch": "x86_64"
      },
      "m4": {
        "epoch": "0",
        "version": "1.4.13",
        "release": "5.el6",
        "installdate": "1485473183",
        "arch": "x86_64"
      },
      "make": {
        "epoch": "1",
        "version": "3.81",
        "release": "23.el6",
        "installdate": "1485473183",
        "arch": "x86_64"
      },
      "ncurses": {
        "epoch": "0",
        "version": "5.7",
        "release": "4.20090207.el6",
        "installdate": "1485473184",
        "arch": "x86_64"
      },
      "less": {
        "epoch": "0",
        "version": "436",
        "release": "13.el6",
        "installdate": "1485473185",
        "arch": "x86_64"
      },
      "gzip": {
        "epoch": "0",
        "version": "1.3.12",
        "release": "22.el6",
        "installdate": "1485473185",
        "arch": "x86_64"
      },
      "cracklib-dicts": {
        "epoch": "0",
        "version": "2.8.16",
        "release": "4.el6",
        "installdate": "1485473185",
        "arch": "x86_64"
      },
      "pam": {
        "epoch": "0",
        "version": "1.1.1",
        "release": "22.el6",
        "installdate": "1485473187",
        "arch": "x86_64"
      },
      "hwdata": {
        "epoch": "0",
        "version": "0.233",
        "release": "16.1.el6",
        "installdate": "1485473187",
        "arch": "noarch"
      },
      "plymouth-scripts": {
        "epoch": "0",
        "version": "0.8.3",
        "release": "27.el6.centos.1",
        "installdate": "1485473188",
        "arch": "x86_64"
      },
      "ca-certificates": {
        "epoch": "0",
        "version": "2015.2.6",
        "release": "65.0.1.el6_7",
        "installdate": "1485473188",
        "arch": "noarch"
      },
      "logrotate": {
        "epoch": "0",
        "version": "3.7.8",
        "release": "26.el6_7",
        "installdate": "1485473189",
        "arch": "x86_64"
      },
      "gdbm": {
        "epoch": "0",
        "version": "1.8.0",
        "release": "39.el6",
        "installdate": "1485473190",
        "arch": "x86_64"
      },
      "keyutils-libs": {
        "epoch": "0",
        "version": "1.4",
        "release": "5.el6",
        "installdate": "1485473190",
        "arch": "x86_64"
      },
      "libcurl": {
        "epoch": "0",
        "version": "7.19.7",
        "release": "52.el6",
        "installdate": "1485473190",
        "arch": "x86_64"
      },
      "curl": {
        "epoch": "0",
        "version": "7.19.7",
        "release": "52.el6",
        "installdate": "1485473190",
        "arch": "x86_64"
      },
      "openldap": {
        "epoch": "0",
        "version": "2.4.40",
        "release": "12.el6",
        "installdate": "1485473191",
        "arch": "x86_64"
      },
      "gpgme": {
        "epoch": "0",
        "version": "1.1.8",
        "release": "3.el6",
        "installdate": "1485473191",
        "arch": "x86_64"
      },
      "fipscheck": {
        "epoch": "0",
        "version": "1.2.0",
        "release": "7.el6",
        "installdate": "1485473191",
        "arch": "x86_64"
      },
      "ethtool": {
        "epoch": "2",
        "version": "3.5",
        "release": "6.el6",
        "installdate": "1485473192",
        "arch": "x86_64"
      },
      "plymouth-core-libs": {
        "epoch": "0",
        "version": "0.8.3",
        "release": "27.el6.centos.1",
        "installdate": "1485473192",
        "arch": "x86_64"
      },
      "libffi": {
        "epoch": "0",
        "version": "3.0.5",
        "release": "3.2.el6",
        "installdate": "1485473192",
        "arch": "x86_64"
      },
      "python-urlgrabber": {
        "epoch": "0",
        "version": "3.9.1",
        "release": "11.el6",
        "installdate": "1485473197",
        "arch": "noarch"
      },
      "rpm-python": {
        "epoch": "0",
        "version": "4.8.0",
        "release": "55.el6",
        "installdate": "1485473197",
        "arch": "x86_64"
      },
      "slang": {
        "epoch": "0",
        "version": "2.2.1",
        "release": "1.el6",
        "installdate": "1485473197",
        "arch": "x86_64"
      },
      "newt-python": {
        "epoch": "0",
        "version": "0.52.11",
        "release": "3.el6",
        "installdate": "1485473197",
        "arch": "x86_64"
      },
      "libsemanage": {
        "epoch": "0",
        "version": "2.0.43",
        "release": "5.1.el6",
        "installdate": "1485473198",
        "arch": "x86_64"
      },
      "MAKEDEV": {
        "epoch": "0",
        "version": "3.24",
        "release": "6.el6",
        "installdate": "1485473199",
        "arch": "x86_64"
      },
      "pkgconfig": {
        "epoch": "1",
        "version": "0.23",
        "release": "9.1.el6",
        "installdate": "1485473199",
        "arch": "x86_64"
      },
      "glib2": {
        "epoch": "0",
        "version": "2.28.8",
        "release": "5.el6",
        "installdate": "1485473199",
        "arch": "x86_64"
      },
      "libuser": {
        "epoch": "0",
        "version": "0.56.13",
        "release": "8.el6_7",
        "installdate": "1485473200",
        "arch": "x86_64"
      },
      "yum-metadata-parser": {
        "epoch": "0",
        "version": "1.1.2",
        "release": "16.el6",
        "installdate": "1485473200",
        "arch": "x86_64"
      },
      "dhcp-common": {
        "epoch": "12",
        "version": "4.1.1",
        "release": "51.P1.el6.centos",
        "installdate": "1485473200",
        "arch": "x86_64"
      },
      "iproute": {
        "epoch": "0",
        "version": "2.6.32",
        "release": "54.el6",
        "installdate": "1485473201",
        "arch": "x86_64"
      },
      "iputils": {
        "epoch": "0",
        "version": "20071127",
        "release": "21.el6",
        "installdate": "1485473201",
        "arch": "x86_64"
      },
      "device-mapper-multipath-libs": {
        "epoch": "0",
        "version": "0.4.9",
        "release": "93.el6",
        "installdate": "1485473203",
        "arch": "x86_64"
      },
      "rsyslog": {
        "epoch": "0",
        "version": "5.8.10",
        "release": "10.el6_6",
        "installdate": "1485473203",
        "arch": "x86_64"
      },
      "postfix": {
        "epoch": "2",
        "version": "2.6.6",
        "release": "6.el6_7.1",
        "installdate": "1485473204",
        "arch": "x86_64"
      },
      "iptables-ipv6": {
        "epoch": "0",
        "version": "1.4.7",
        "release": "16.el6",
        "installdate": "1485473205",
        "arch": "x86_64"
      },
      "kbd-misc": {
        "epoch": "0",
        "version": "1.15",
        "release": "11.el6",
        "installdate": "1485473206",
        "arch": "noarch"
      },
      "device-mapper-multipath": {
        "epoch": "0",
        "version": "0.4.9",
        "release": "93.el6",
        "installdate": "1485473243",
        "arch": "x86_64"
      },
      "b43-openfwwf": {
        "epoch": "0",
        "version": "5.2",
        "release": "10.el6",
        "installdate": "1485473245",
        "arch": "noarch"
      },
      "authconfig": {
        "epoch": "0",
        "version": "6.1.12",
        "release": "23.el6",
        "installdate": "1485473246",
        "arch": "x86_64"
      },
      "efibootmgr": {
        "epoch": "0",
        "version": "0.5.4",
        "release": "13.el6",
        "installdate": "1485473246",
        "arch": "x86_64"
      },
      "audit": {
        "epoch": "0",
        "version": "2.4.5",
        "release": "3.el6",
        "installdate": "1485473246",
        "arch": "x86_64"
      },
      "xfsprogs": {
        "epoch": "0",
        "version": "3.1.1",
        "release": "19.el6",
        "installdate": "1485473247",
        "arch": "x86_64"
      },
      "attr": {
        "epoch": "0",
        "version": "2.4.44",
        "release": "7.el6",
        "installdate": "1485473247",
        "arch": "x86_64"
      },
      "rootfiles": {
        "epoch": "0",
        "version": "8.1",
        "release": "6.1.el6",
        "installdate": "1485473247",
        "arch": "noarch"
      },
      "cpp": {
        "epoch": "0",
        "version": "4.4.7",
        "release": "17.el6",
        "installdate": "1485473356",
        "arch": "x86_64"
      },
      "perl-libs": {
        "epoch": "4",
        "version": "5.10.1",
        "release": "141.el6_7.1",
        "installdate": "1485473357",
        "arch": "x86_64"
      },
      "perl-version": {
        "epoch": "3",
        "version": "0.77",
        "release": "141.el6_7.1",
        "installdate": "1485473357",
        "arch": "x86_64"
      },
      "perl": {
        "epoch": "4",
        "version": "5.10.1",
        "release": "141.el6_7.1",
        "installdate": "1485473359",
        "arch": "x86_64"
      },
      "cloog-ppl": {
        "epoch": "0",
        "version": "0.15.7",
        "release": "1.2.el6",
        "installdate": "1485473359",
        "arch": "x86_64"
      },
      "kernel-headers": {
        "epoch": "0",
        "version": "2.6.32",
        "release": "642.13.1.el6",
        "installdate": "1485473360",
        "arch": "x86_64"
      },
      "glibc-devel": {
        "epoch": "0",
        "version": "2.12",
        "release": "1.192.el6",
        "installdate": "1485473360",
        "arch": "x86_64"
      },
      "libstdc++-devel": {
        "epoch": "0",
        "version": "4.4.7",
        "release": "17.el6",
        "installdate": "1485473361",
        "arch": "x86_64"
      },
      "wget": {
        "epoch": "0",
        "version": "1.12",
        "release": "8.el6",
        "installdate": "1485473362",
        "arch": "x86_64"
      },
      "bash": {
        "epoch": "0",
        "version": "4.1.2",
        "release": "41.el6_8",
        "installdate": "1485473399",
        "arch": "x86_64"
      },
      "libudev": {
        "epoch": "0",
        "version": "147",
        "release": "2.73.el6_8.2",
        "installdate": "1485473400",
        "arch": "x86_64"
      },
      "grep": {
        "epoch": "0",
        "version": "2.20",
        "release": "5.el6_8",
        "installdate": "1485473401",
        "arch": "x86_64"
      },
      "nss-softokn": {
        "epoch": "0",
        "version": "3.14.3",
        "release": "23.3.el6_8",
        "installdate": "1485473401",
        "arch": "x86_64"
      },
      "nss": {
        "epoch": "0",
        "version": "3.21.3",
        "release": "2.el6_8",
        "installdate": "1485473401",
        "arch": "x86_64"
      },
      "libuuid": {
        "epoch": "0",
        "version": "2.17.2",
        "release": "12.24.el6_8.1",
        "installdate": "1485473402",
        "arch": "x86_64"
      },
      "tar": {
        "epoch": "2",
        "version": "1.23",
        "release": "15.el6_8",
        "installdate": "1485473402",
        "arch": "x86_64"
      },
      "dracut": {
        "epoch": "0",
        "version": "004",
        "release": "409.el6_8.2",
        "installdate": "1485473405",
        "arch": "noarch"
      },
      "initscripts": {
        "epoch": "0",
        "version": "9.03.53",
        "release": "1.el6.centos.1",
        "installdate": "1485473406",
        "arch": "x86_64"
      },
      "util-linux-ng": {
        "epoch": "0",
        "version": "2.17.2",
        "release": "12.24.el6_8.1",
        "installdate": "1485473411",
        "arch": "x86_64"
      },
      "device-mapper-libs": {
        "epoch": "0",
        "version": "1.02.117",
        "release": "7.el6_8.1",
        "installdate": "1485473412",
        "arch": "x86_64"
      },
      "device-mapper-event-libs": {
        "epoch": "0",
        "version": "1.02.117",
        "release": "7.el6_8.1",
        "installdate": "1485473412",
        "arch": "x86_64"
      },
      "policycoreutils": {
        "epoch": "0",
        "version": "2.0.83",
        "release": "30.1.el6_8",
        "installdate": "1485473412",
        "arch": "x86_64"
      },
      "device-mapper-event": {
        "epoch": "0",
        "version": "1.02.117",
        "release": "7.el6_8.1",
        "installdate": "1485473413",
        "arch": "x86_64"
      },
      "cronie-anacron": {
        "epoch": "0",
        "version": "1.4.4",
        "release": "16.el6_8.2",
        "installdate": "1485473413",
        "arch": "x86_64"
      }
    },
    "hostname": "chef-server",
    "machinename": "chef-server",
    "fqdn": "chef-server",
    "domain": null,
    "shells": [
      "/bin/sh",
      "/bin/bash",
      "/sbin/nologin",
      "/bin/dash"
    ],
    "block_device": {
      "ram0": {
        "size": "32768",
        "removable": "0",
        "rotational": "1",
        "physical_block_size": "512",
        "logical_block_size": "512"
      },
      "ram1": {
        "size": "32768",
        "removable": "0",
        "rotational": "1",
        "physical_block_size": "512",
        "logical_block_size": "512"
      },
      "ram2": {
        "size": "32768",
        "removable": "0",
        "rotational": "1",
        "physical_block_size": "512",
        "logical_block_size": "512"
      },
      "ram3": {
        "size": "32768",
        "removable": "0",
        "rotational": "1",
        "physical_block_size": "512",
        "logical_block_size": "512"
      },
      "ram4": {
        "size": "32768",
        "removable": "0",
        "rotational": "1",
        "physical_block_size": "512",
        "logical_block_size": "512"
      },
      "ram5": {
        "size": "32768",
        "removable": "0",
        "rotational": "1",
        "physical_block_size": "512",
        "logical_block_size": "512"
      },
      "ram6": {
        "size": "32768",
        "removable": "0",
        "rotational": "1",
        "physical_block_size": "512",
        "logical_block_size": "512"
      },
      "ram7": {
        "size": "32768",
        "removable": "0",
        "rotational": "1",
        "physical_block_size": "512",
        "logical_block_size": "512"
      },
      "ram8": {
        "size": "32768",
        "removable": "0",
        "rotational": "1",
        "physical_block_size": "512",
        "logical_block_size": "512"
      },
      "ram9": {
        "size": "32768",
        "removable": "0",
        "rotational": "1",
        "physical_block_size": "512",
        "logical_block_size": "512"
      },
      "ram10": {
        "size": "32768",
        "removable": "0",
        "rotational": "1",
        "physical_block_size": "512",
        "logical_block_size": "512"
      },
      "ram11": {
        "size": "32768",
        "removable": "0",
        "rotational": "1",
        "physical_block_size": "512",
        "logical_block_size": "512"
      },
      "ram12": {
        "size": "32768",
        "removable": "0",
